DRIBBLES,TOUCH_TIME,SHOT_DIST(ft),CLOSE_DEF_DIST(ft),FGM,pca_x,pca_y,mds_x,mds_y
11,10.9,8.9,2.6,0,2.043473849,13.30591818,-0.422512415,0.278417422
10,7.9,19.2,4.9,0,-6.627963439,19.30296809,0.322021542,-0.209573807
0,1,24,9,0,-13.99086498,19.0972172,0.070627787,-0.372881441
3,3.2,9.8,0.3,0,-4.082594712,9.376262173,-0.043451393,0.15183354
2,4.4,10.5,3.4,0,-3.296740514,10.80235935,-0.035181278,0.091068582
0,1.2,20.7,5.7,0,-11.99552407,16.64567229,0.016959023,-0.223250826
0,0.8,2.3,0.7,0,-0.823951732,2.281993506,0.166187271,0.298186289
0,0.9,18.6,4.5,0,-10.96825061,14.82848701,0.027047354,-0.159890463
0,0.9,23.2,1.3,0,-14.23149138,18.26003224,-0.144250738,-0.234840381
0,0.8,26.2,9.8,0,-15.49562805,20.6586766,0.053606499,-0.444750445
2,1.8,12.9,7.7,0,-6.43112472,11.03867412,0.134475228,-0.074032129
0,0.6,19.2,4,0,-11.62755724,15.08034665,0.021307411,-0.170231598
8,8.6,22.1,1.5,0,-8.162247988,21.99283179,0.326329667,-0.245150217
0,1,24.2,7,0,-14.29788254,19.20680709,0.014138843,-0.331483859
1,2.7,14.1,2.3,0,-6.94974753,12.47027523,-0.004103369,-0.000184691
0,0.6,18.2,4.6,0,-10.92664545,14.33232264,0.040475002,-0.155192935
0,0.7,26,5.3,0,-15.84087955,20.34607896,-0.050412082,-0.347032232
3,2.6,30.6,3.2,0,-17.74937736,24.87456768,-0.221995372,-0.393536297
0,1.1,23,8,0,-13.35649538,18.37979626,0.057003447,-0.324230527
1,1.4,5.3,2.7,0,-2.195573215,4.943237468,0.119916254,0.18706039
1,1.4,27.3,4.2,0,-16.31112334,21.71264816,-0.111621775,-0.350627156
3,5,3.9,0.5,0,1.11440011,6.055679779,-0.030343757,0.306954994
0,1.1,2.6,4,0,-0.499067002,2.774445798,0.201653723,0.216875419
3,2.6,24.7,2.7,0,-13.97251599,20.37523656,-0.171961448,-0.241491557
2,4,20.3,4.7,0,-9.830288467,18.02718428,-0.105430578,-0.150315542
1,2.4,10.2,3.1,0,-4.579190082,9.326228512,0.048218878,0.075531989
0,0,1.2,2.9,0,-0.519847645,0.974678803,0.224221219,0.268838034
2,3,22.5,4.3,0,-12.04510385,19.04583577,-0.10338256,-0.208667179
1,2,14.3,3.5,0,-7.50090682,12.19536745,0.023318219,-0.0287983
2,2.7,3.4,3.1,0,-0.007499644,4.295140205,0.077352225,0.246267056
0,1.2,22.7,1,0,-13.7079451,18.06722444,-0.152025027,-0.213994373
0,0.6,24.6,4.8,0,-15.05396271,19.20566577,-0.043389992,-0.308347013
0,0.7,24.9,5.3,0,-15.12844638,19.50920476,-0.03571788,-0.321053821
17,13.4,14.7,2.9,0,-0.152903903,19.03141594,0.718938644,-0.013666678
2,2.2,3,3.3,0,-0.107910713,3.671787676,0.098995576,0.250139048
0,0.8,25.4,5.7,0,-15.34133757,19.96277425,-0.033743553,-0.337672325
0,1.1,24.8,6.2,0,-14.68203094,19.71091461,-0.016190605,-0.329357373
2,6.5,27.3,5.1,0,-12.44232671,24.97771888,-0.272861012,-0.302642976
1,1.4,4.6,2.2,0,-1.78657772,4.400038897,0.122450757,0.212144348
0,0.8,24.3,4.8,0,-14.70877232,19.10674398,-0.041572492,-0.298388906
1,1.2,4.5,1.6,0,-1.925946785,4.181872089,0.125324664,0.224856649
0,0.9,24.2,4.4,0,-14.6040573,19.086809,-0.052012041,-0.289641051
0,0.6,26,5.1,0,-15.93407319,20.27716374,-0.054231981,-0.345762106
13,13.5,24.5,4,0,-6.091864107,26.78191199,-0.683609918,-0.07018066
2,2.1,4.3,1.2,0,-1.211680871,4.551464994,0.078350848,0.250844271
4,2.4,16.3,3.6,0,-8.661917311,13.82274122,-0.066410107,-0.050522489
0,1,24.3,5,0,-14.54013345,19.2403175,-0.038887127,-0.298910509
0,0.9,22.7,6.2,0,-13.4728217,17.98392907,0.012207418,-0.281499501
0,3.7,24.9,6.2,0,-12.78522186,21.46811012,-0.121636331,-0.306921176
0,0.7,23.8,5.7,0,-14.38051637,18.68084438,-0.011118994,-0.300900475
1,7.6,6.9,2.5,0,1.428015585,10.16506728,-0.13442677,0.235241342
1,2.3,6,1.9,0,-2.040926497,6.040690932,0.080395404,0.191509046
0,0.4,25.2,13.5,0,-14.82139655,19.7180014,0.170962001,-0.529416689
0,0.5,3.5,1.9,0,-1.720996655,3.026513681,0.173361832,0.236641478
0,0.6,22.3,4.1,0,-13.62644922,17.44093874,-0.02614923,-0.243984442
1,6,15.6,4.2,0,-5.262944993,15.78563213,-0.131396231,-0.021506684
0,0.8,22.7,4.5,0,-13.69912853,17.88308706,-0.026428881,-0.256431288
3,4.6,9.8,2.4,0,-2.84000316,10.32617601,-0.057772446,0.129224117
7,8.6,24.5,4.9,0,-9.356146867,23.94276564,-0.398366203,-0.171528771
5,5.1,14.8,2.5,0,-5.809790455,14.35225138,-0.160429943,0.034471926
11,10.8,10.8,1.8,0,0.666468549,14.66974222,-0.436177537,0.242035346
0,0.9,25.7,4.5,0,-15.56668286,20.23012954,-0.068718402,-0.32774458
0,0.7,23.5,5.9,0,-14.16846799,18.45686287,-0.002447805,-0.297140554
0,0.5,2.8,4.1,0,-1.072397413,2.54078334,0.215078074,0.207922521
0,0.7,8.9,3.8,0,-4.898895348,7.304562408,0.130102302,0.074956839
0,1,16.5,3.7,0,-9.603699408,13.27844877,0.042390821,-0.098249586
1,1.4,12.2,2.6,0,-6.673346376,10.1905926,0.055964539,0.026069653
2,2,17.4,4.8,0,-9.452085766,14.52984186,-0.012300856,-0.110737953
2,2.6,20.4,5.9,0,-10.84479765,17.22358886,-0.050022846,-0.186010559
3,4,20.8,3.3,0,-10.33713822,18.32612418,-0.142779365,-0.137663631
0,0.7,24.2,6.4,0,-14.57746348,19.00006144,0.001482051,-0.322518923
0,0.7,25.5,5.6,0,-15.49042365,19.97206696,-0.036470475,-0.339618283
14,13.1,16.5,3.9,0,-1.279964605,20.3831334,-0.624601464,0.129745809
1,1.6,30,5.3,0,-17.81131614,23.91952351,-0.121469082,-0.424112201
4,2.9,32.2,2.6,0,-18.67133091,26.22138433,-0.274249412,-0.417642467
1,1.2,39.1,8.3,0,-23.74063592,30.64797584,-0.163468216,-0.680099152
0,2.6,20.6,5.1,0,-10.92776961,17.46203843,-0.025430136,-0.195209578
0,1.1,22.8,6,0,-13.40444633,18.18506825,0.003354524,-0.278377971
3,4,3.7,0.5,0,0.489481212,5.256937743,0.004044889,0.300900341
1,1.8,11.5,1.4,0,-6.02468949,9.891128096,0.043708934,0.062518896
1,5.3,17.3,3.6,0,-6.945339885,16.61360427,-0.119210265,-0.060538109
2,3.4,7,0,0,-2.086083152,7.420627329,-0.003707297,0.224586085
7,5.9,10.8,2.7,0,-2.715369249,11.72727763,-0.19487328,0.145636426
3,4,14.5,1.4,0,-6.425449227,13.49267682,-0.097498149,0.030968974
1,1.4,6.5,1.6,0,-3.070389374,5.832778152,0.101529734,0.177726043
5,4.5,12.3,4,0,-4.510182298,12.09424152,-0.11453553,0.065199078
17,21.5,20.2,4.6,0,2.546854718,28.48929365,-1.010637927,0.139923134
0,0.8,24.6,5.5,0,-14.84095278,19.34988156,-0.027906736,-0.315748709
15,14.1,3.9,0,0,7.230213856,11.3090342,-0.562516327,0.504632506
3,2.9,11.1,2.2,0,-4.982286797,10.21176099,-0.017027649,0.08469365
7,7.2,14.6,3.6,0,-4.115846225,15.47801167,-0.263301589,0.062691855
9,6,24.6,1,0,-11.84613858,22.15140117,-0.405333505,-0.142039901
7,6.1,18.5,4.3,0,-7.409523563,17.74876886,-0.264736881,-0.0452243
6,4.7,15.1,2,0,-6.409019873,14.25955518,-0.183063815,0.037797548
14,14.2,16.6,3.7,0,-0.532582261,21.16619737,-0.66091826,0.141410546
8,7.4,3.2,3.1,0,3.315293894,6.871967068,-0.202661917,0.349135602
4,3.6,7.7,0.8,0,-2.435120606,7.996209636,-0.042567143,0.202143218
4,5.3,17.1,5.1,0,-6.859025945,16.33839476,-0.159827286,-0.054191891
0,1.1,25.6,7.2,0,-15.11142202,20.34083491,-0.002702485,-0.367700534
3,2.6,9.6,3.9,0,-4.086261068,8.91277768,0.015799857,0.090631199
0,0.5,4,2,0,-2.035955699,3.409039495,0.169886547,0.221480879
0,0,4.3,4.1,0,-2.421123285,3.358683879,0.208894719,0.170703602
3,5,15.2,1.4,0,-6.124363585,14.67181622,-0.138837273,0.026139895
3,3.6,26.2,5.7,0,-13.92333717,22.22686532,-0.175185383,-0.305108396
1,1.5,3.8,1.6,0,-1.246244565,3.84329071,0.121807661,0.244720042
0,0.8,23.2,5.6,0,-13.92534545,18.2868974,-0.007647097,-0.284168677
3,5.6,20,3.7,0,-8.576384637,18.76053516,-0.183275933,-0.105577999
0,1.2,25,4.2,0,-14.91360327,19.8851628,-0.071569202,-0.303529042
3,5.3,10.1,2.7,0,-2.479563935,11.01340795,-0.083879669,0.126678655
1,1.1,26.9,6.3,0,-16.09203392,21.25905286,-0.055091169,-0.375366173
0,0.9,25,6.7,0,-14.91808361,19.7443992,-0.004224104,-0.345150544
3,3,6.9,2.6,0,-2.151145366,7.089595277,0.018617745,0.177161638
0,1.1,1.2,3.3,0,0.345546628,1.694434015,0.198938267,0.268149913
6,3.1,6.2,1.9,0,-1.860785631,6.451820748,-0.059771778,0.237175052
0,0.9,21.7,5.1,0,-12.92277152,17.19972136,-0.001761806,-0.240488608
0,0.8,24.3,5.9,0,-14.61115598,19.13015696,-0.013887816,-0.315039245
0,0.7,24.1,15.5,0,-13.70514346,19.11767119,0.250244884,-0.562005963
0,2.1,16.3,3.9,0,-8.626520258,13.84178814,0.018560065,-0.085449253
1,2.5,12.9,3,0,-6.261318663,11.44290412,0.019488229,0.015556781
10,8.8,18.7,3.2,0,-5.775984818,19.46831181,-0.418264179,0.011960769
1,4.1,10.8,3.7,0,-3.631975971,10.89466732,-0.008621544,0.069841203
4,5.3,8.3,1.5,0,-1.479032282,9.566776896,-0.093993821,0.191764366
4,2.9,22.5,4.8,0,-12.19373304,18.88850149,-0.142979419,-0.199917263
0,0.9,3.3,2.6,0,-1.227562982,3.147887144,0.170247944,0.228842645
0,1.2,23.8,6.3,0,-13.95004499,19.01690665,-0.001401039,-0.306562717
16,13.4,6.2,1.9,0,5.322296858,12.59503539,-0.588528968,0.421266406
13,9,3.2,5.3,0,4.423762506,7.695030378,-0.389709398,0.395154883
4,4,23.9,2.8,0,-12.448053,20.62228644,-0.210952956,-0.198689911
0,0.1,2.3,1,0,-1.325445634,1.835770701,0.191213406,0.288665561
3,2.9,6.3,3.2,0,-1.7847454,6.581230851,0.028308517,0.182092212
20,16.3,23.3,5.8,0,-3.453904925,27.35608929,-0.926339343,0.013187427
1,1.9,24.7,4.9,0,-14.18784481,20.0727726,-0.07599874,-0.289469042
1,1.6,22.5,10.3,0,-12.51010664,18.31998574,0.126099757,-0.36502844
0,1,24.7,7.2,0,-14.60396738,19.59146135,0.012170208,-0.347452456
0,0.7,22.8,4.9,0,-13.80384355,17.90302204,-0.017200067,-0.265360395
0,-0.4,21.9,5.2,0,-14.02421847,16.51345074,0.032278959,-0.262282088
2,4.4,5.6,1.7,0,-0.274036212,7.038281509,-0.003640997,0.231943831
0,1,20.5,11.2,0,-11.5287995,16.48126164,0.18449446,-0.351222877
0,0.8,19.2,6.1,0,-11.29030833,15.25436078,0.0491453,-0.199706657
0,0.8,21.7,7.5,0,-12.78523563,17.18614593,0.060900004,-0.284670645
8,7.8,4,2.7,0,3.063444712,7.730722271,-0.220017071,0.336610733
6,4.7,22.5,4.3,0,-10.99764518,19.93839054,-0.242956439,-0.159793682
4,2.8,15.8,4.5,0,-7.956435258,13.72013318,-0.065834452,-0.047013048
3,2.6,10.2,0.4,0,-4.785458426,9.29475866,-0.029062634,0.134817903
0,2.8,20.3,4.2,0,-10.66244714,17.34396055,-0.044250735,-0.173228771
1,4.8,16.4,3.9,0,-6.713043484,15.61198284,-0.086787738,-0.050709018
0,4,3.2,2.6,0,1.176005494,5.076215255,0.064086635,0.274077077
1,1.7,9.4,4.2,0,-4.491557071,8.288397552,0.085966962,0.07012575
0,0.9,24.7,4.4,0,-14.92789056,19.46720636,-0.058653767,-0.301924548
0,0.3,2.7,4,0,-1.167395415,2.333258797,0.219248045,0.211579287
0,0.8,19.3,6.8,0,-11.29295549,15.34533942,0.065828912,-0.214754866
4,5.2,2.8,0.1,0,1.883449346,5.287949271,-0.044490957,0.348506888
1,1.7,3,3.3,0,-0.426359295,3.400155251,0.137643194,0.235872392
0,0.9,22.1,6.5,0,-13.05759915,17.5338376,0.02699202,-0.272936579
3,3.1,4.7,1.2,0,-0.775072794,5.450706854,0.025756584,0.254172697
1,1.8,7.9,2.2,0,-3.622096336,7.169294718,0.079829937,0.137841195
3,4.6,8.8,0.5,0,-2.36094669,9.524940684,-0.0704143,0.185108709
0,0.8,21.9,5.6,0,-13.08337898,17.29786426,0.008244622,-0.253731365
1,2.3,6.3,2.7,0,-2.164232748,6.285956972,0.083170472,0.171074299
0,0,0.5,1.8,0,-0.164097426,0.418709514,0.217378808,0.307722982
2,4.5,2,1.5,0,2.115260034,4.35982191,0.026045441,0.32420467
0,0.7,24.6,9.6,0,-14.55255528,19.37248983,0.078626156,-0.404134469
0,0.4,9.8,2.6,0,-5.814621425,7.769761295,0.124580558,0.067363601
0,1.4,9.5,3.2,0,-4.812623992,8.200876688,0.100037154,0.07616929
1,2.5,10.6,3.1,0,-4.762811468,9.69520471,0.041439801,0.067316997
1,3.5,8.2,1,0,-2.640318102,8.471182955,0.01103955,0.16871608
2,5.2,5.2,1.2,0,0.54422109,7.240587828,-0.03148097,0.261439974
0,0.8,25.4,3.8,0,-15.50994761,19.92233364,-0.084336934,-0.314765616
0,0.7,25.2,5.1,0,-15.34049476,19.73318628,-0.044784608,-0.325408189
0,0.7,8.9,2,0,-5.058631179,7.266250255,0.122326647,0.100542362
1,1.6,9.2,4.5,0,-4.41084635,8.077965657,0.094973821,0.068325528
1,1.4,24.2,4.1,0,-14.31223135,19.35205607,-0.076467769,-0.272736847
3,3,20.4,2.5,0,-10.90351752,17.35819558,-0.126023795,-0.129804683
0,1.1,24.2,5.7,0,-14.33780209,19.24379551,-0.021082204,-0.306334088
0,0.8,18.9,3.9,0,-11.29124106,14.9792964,0.019312934,-0.159617944
0,0.9,25.6,3.1,0,-15.62615519,20.12425172,-0.108481234,-0.312810459
0,0.9,26.3,5.9,0,-15.83104379,20.71640471,-0.042547979,-0.360715843
8,9.2,19,3.2,0,-5.550948855,20.0585017,0.322598546,-0.182220383
3,5.4,7.4,1.5,0,-0.761909681,8.998379075,-0.071655693,0.209036264
5,3.2,13,3.5,0,-5.988707784,11.77559754,-0.08337962,0.041559589
2,2.4,8.8,1.9,0,-3.837725035,8.183915344,0.035792159,0.131485211
1,1.3,33.1,5,0,-20.07204064,26.07762687,-0.155068978,-0.495654576
18,18.8,7.2,1.6,0,8.604494556,16.7376752,-0.813387647,0.478857974
1,1.2,39.2,2.6,0,-24.3112327,30.60273349,-0.262960669,-0.623968237
0,0.4,3.1,5.1,1,-1.253400459,2.725647977,0.237593921,0.180762968
0,0.6,5.6,3.2,1,-2.890286348,4.716510796,0.162134922,0.16136078
0,0.9,3.6,2.1,1,-1.466234,3.365483296,0.162065994,0.231832088
1,2.6,4.1,2.9,1,-0.495282331,4.810440416,0.093010621,0.224040445
2,3.4,6.4,2.9,1,-1.440131071,7.025875631,0.030414687,0.182446033
1,1.3,0.4,4,1,1.017912251,1.178354906,0.205648522,0.284106868
4,3.7,1.1,2.6,1,2.074659439,3.077934929,0.022728069,0.337744226
3,2.6,4.6,1.9,1,-1.025412754,5.066235007,0.045330718,0.239803377
10,9.8,4.8,2.8,1,3.94553508,9.531334444,-0.332545214,0.35440533
26,21.5,5.5,2.2,1,11.3255737,16.78959628,-1.057817753,0.618592906
4,5.1,20.1,7.7,1,-8.722186395,18.54680209,-0.216833339,-0.156792692
0,0.5,2.9,4,1,-1.146038277,2.61473436,0.211570674,0.207538865
12,12,3.1,2.4,1,6.553311108,9.548634165,-0.427881121,0.4429877
5,4.4,14.7,6.1,1,-5.953668683,13.90018805,-0.14772935,-0.014645159
1,3.6,4.1,2.1,1,0.188176168,5.439995884,0.054066308,0.249314404
0,0.8,24.8,4.5,1,-15.05922821,19.48075598,-0.05615661,-0.306852609
2,4.5,4.2,1.7,1,0.708142128,6.037827206,0.005076787,0.267283984
0,0.8,15.7,10.4,1,-8.641884377,12.68310273,-0.187314613,-0.17402305
6,9.6,7.2,1.7,1,2.377738738,11.41114866,-0.269972689,0.279860522
0,1,17.8,4.3,1,-10.3924206,14.28025263,0.032129336,-0.137132133
1,2.1,25.3,5.5,1,-14.372309,20.67133677,-0.076871172,-0.313491303
4,4.1,26.3,4.4,1,-13.78502001,22.54690733,-0.219203255,-0.276051393
0,0.8,23.6,7.1,1,-14.05129886,18.62314209,0.026714741,-0.321076173
0,0.8,22.6,1.1,1,-13.93608512,17.73464019,-0.144842866,-0.217589113
0,0.2,1.7,0.7,1,-0.888023144,1.437566817,0.192132758,0.309903511
0,0.7,2.3,3.5,1,-0.650918992,2.276931879,0.203579034,0.232804738
0,2.3,6.5,4.2,1,-2.10187534,6.521701832,0.11902495,0.133339019
0,1.1,4.7,1.3,1,-2.098770428,4.314646485,0.141678453,0.222365181
0,0.4,3.2,3.3,1,-1.477902941,2.763415297,0.196817522,0.213984979
0,2.7,17.6,4.4,1,-8.971444342,15.2294134,-0.004792645,-0.115723976
2,2.4,4,1.4,1,-0.773296831,4.521458411,0.073511969,0.255399206
0,2.1,24.7,4.6,1,-14.00479949,20.24736298,-0.076342747,-0.291066927
1,2,25.2,4.5,1,-14.4717297,20.50931446,-0.092897199,-0.295318993
3,7.5,7.1,1.6,1,1.02561411,10.1300936,-0.148601701,0.242714546
15,13.9,18.2,3.1,1,-1.90720714,22.12506416,-0.686418408,0.113712076
0,0.7,4.7,2.6,1,-2.285186542,4.083683137,0.162352981,0.194050641
0,0.9,2.2,1.5,1,-0.612746157,2.287599966,0.169148089,0.279403465
0,1.1,22.1,11.1,1,-12.49849492,17.76106305,0.157412035,-0.384912171
4,4.4,10.8,3.8,1,-3.573098654,10.93579334,-0.075422613,0.092034618
0,0.9,19.9,6.3,1,-11.65048124,15.8558323,0.04439721,-0.218190714
0,0.8,25.9,6.6,1,-15.58530291,20.36232769,-0.01904022,-0.364917745
9,7.8,25.5,5.7,1,-10.65393648,24.10000328,0.26127869,-0.392072121
10,7.3,1.7,1.9,1,3.987302854,5.537256999,-0.226789894,0.418383954
4,4,14,2.3,1,-6.080525573,13.07977642,-0.097828996,0.036022707
0,0.9,4.6,3,1,-2.034032599,4.145434095,0.161957811,0.190003677
1,1.7,4,1.8,1,-1.207139002,4.129023179,0.115233813,0.236763352
4,3.5,18.7,4.4,1,-9.315425821,16.37691758,-0.115766852,-0.101882159
0,0.7,22.6,4.4,1,-13.71868132,17.74022083,-0.025659392,-0.253835398
1,4.3,12.8,2.8,1,-4.856286475,12.52641731,-0.038740137,0.039793032
0,2.8,19.9,4.3,1,-10.39450632,17.04177111,-0.037297607,-0.165525033
2,2,19.8,6.1,1,-10.89112063,16.38341908,-0.012858834,-0.184939354
0,0.6,4.3,8.5,1,-1.577986599,3.840285663,0.32331848,0.086791462
0,0.8,1,1.2,1,0.062385801,1.303602631,0.181541824,0.313041297
0,1,24.7,9.3,1,-14.41760891,19.63615887,0.066786193,-0.396802802
0,2.2,24.9,1.7,1,-14.31623974,20.4024551,-0.163334782,-0.267813557
6,4.8,24.3,4.9,1,-12.03475441,21.38525007,-0.261840471,-0.209846214
0,0.1,3.1,2.7,1,-1.692717227,2.480590179,0.198571961,0.227188874
0,1.2,2,2.7,1,-0.15038664,2.354957385,0.176014824,0.261001471
2,1.9,3,4.3,1,-0.245504245,3.499097278,0.119148463,0.236036253
1,4,3.7,2.8,1,0.811143144,5.409210402,0.045392252,0.255808637
4,4.7,1.8,0.9,1,2.224883462,4.220890626,-0.015554417,0.35071035
6,5.2,1.4,0.8,1,2.734746919,4.134417589,-0.067674558,0.383691287
4,3.8,4.1,2.9,1,0.233727755,5.431362765,-0.00789061,0.258055862
1,4,4.3,0.5,1,0.21843634,5.816732817,0.029698971,0.282992701
0,0.6,7.2,5.3,1,-3.740194301,5.978479864,0.178166795,0.08504251
0,0.7,26.8,5.9,1,-16.30576748,20.96748546,-0.046470335,-0.374351441
8,7.5,6.3,2.1,1,1.294230792,9.273804488,-0.229254069,0.283978936
21,16,4.8,2.5,1,7.949963386,12.96551393,-0.769627163,0.528571399
1,5,24.2,6.2,1,-11.40984496,21.72445271,-0.18110972,-0.264092845
7,5.1,3.7,4.3,1,1.421488647,5.842423875,-0.127570891,0.30050115
5,4,3.7,3.3,1,0.620404134,5.213216186,-0.036752557,0.277571099
0,0.6,1.8,4.8,1,-0.287166189,1.859546097,0.243173638,0.218644421
0,0.8,2.4,8.4,1,-0.205403995,2.521963855,0.344002795,0.136698644
0,0.8,1.7,0.9,1,-0.417603397,1.829773578,0.172946428,0.305445287
3,7.8,7.6,2,1,0.963613364,10.7129797,-0.163458198,0.229259745
1,1.9,9.7,3.7,1,-4.579337649,8.635310322,0.072215841,0.073358686
0,0.7,2.7,1.7,1,-1.069721429,2.542937615,0.172483386,0.261910965
0,1,25.6,6.9,1,-15.21348988,20.26979125,-0.009212887,-0.362212446
0,0.8,19.5,5.4,1,-11.54672777,15.46770002,0.031418582,-0.195226011
1,3,15,4.7,1,-7.093330624,13.40004828,-0.000144922,-0.052112986
1,1.6,18.7,6.3,1,-10.4039424,15.34382768,0.032299993,-0.177241066
3,6.5,9,2.1,1,-0.915033405,10.93966275,-0.123626516,0.176768914
1,0.8,16.7,8.7,1,-9.499190028,13.35605463,0.147570128,-0.191979777
0,0.6,3.3,1.7,1,-1.533766558,2.93475614,0.1705456,0.246796489
0,0,0.8,3.5,1,-0.207535762,0.683131631,0.238604541,0.266797217
2,5.2,14.3,3.2,1,-5.172059932,14.20638886,-0.097731937,0.016542793
2,2,14.6,1.5,1,-7.93146855,12.32937769,-0.018393415,-0.000909644
0,0.7,22.5,3.5,1,-13.73378258,17.64498528,-0.047050152,-0.24018769
0,0.8,4.4,1,1,-2.157428773,3.886047782,0.151554193,0.236527363
8,8.6,13.3,5,1,-2.152185214,15.37233408,-0.327388071,0.099900034
8,7.6,6,0.7,1,1.439736987,9.080426039,-0.233188565,0.312508997
3,3.5,10.4,3.6,1,-3.952009937,10.09695288,-0.021132566,0.08666787
15,14.3,17.1,7.1,1,-0.53802458,21.63196132,0.68519627,-0.20545122
0,1,0.4,2.8,1,0.743863555,1.010497663,0.200598174,0.295795263
0,0.6,0.8,2.6,1,0.165267643,1.05192541,0.20524992,0.287056642
0,1,26.9,5.1,1,-16.21519218,21.22051223,-0.069844135,-0.362009783
1,2.9,22.9,3.7,1,-12.37408344,19.32438375,-0.100888293,-0.219863528
9,10,21.5,5.3,1,-6.438972428,22.47079338,-0.460809741,-0.075439091
3,3.4,3.3,0.9,1,0.331373348,4.573183811,0.028520247,0.296363193
0,0.9,16,5.2,1,-9.222198179,12.8653199,0.064698972,-0.109963516
0,0.6,6.4,4,1,-3.337425857,5.342174198,0.163372194,0.12839899
1,2.1,0.9,1.3,1,1.058037009,2.01855051,0.127670989,0.323255632
0,1,18.5,6.6,1,-10.64168026,14.86176336,0.065318438,-0.190621831
1,1.6,4.6,1.8,1,-1.671184131,4.520841703,0.113607532,0.221000603
1,1.9,10.6,2,1,-5.31309913,9.283841873,0.052330825,0.077195614
14,11.9,17.7,2.8,1,-3.060123405,20.49677438,-0.59758299,0.101013264
0,0.5,2.9,3.5,1,-1.190409341,2.604092095,0.201300467,0.217590999
3,2.9,19,5.8,1,-9.779380597,16.29866361,-0.071493074,-0.141123449
2,5.8,5.4,2.4,1,0.973849663,7.806238063,-0.052136365,0.246850418
0,0.5,1.9,3.8,1,-0.516120189,1.849682731,0.219786524,0.235504932
0,0,2.2,5.4,1,-0.945658838,1.788684849,0.266556295,0.195798488
0,1,24.1,3.1,1,-14.57921019,19.04771795,-0.090288599,-0.27157442
2,1.9,17.5,4.9,1,-9.583423424,14.54339147,-0.009437578,-0.11554712
0,0.6,7,3.3,1,-3.788145255,5.783751861,0.148169448,0.127155535
0,0.6,24.6,3.4,1,-15.17820169,19.17586743,-0.086021858,-0.292605576
5,4.9,11,4.4,1,-3.330938098,11.37235543,-0.120211604,0.094389944
0,1,22.5,5.1,1,-13.36545951,17.87301545,-0.01331854,-0.258064005
4,6,6.2,3.2,1,0.560045557,8.457899842,-0.098824993,0.227399558
11,10.4,3.3,2.8,1,5.310928653,8.726433095,-0.359462161,0.407048691
3,4.3,6.1,2,1,-0.70546957,7.308746799,-0.019153508,0.218225784
0,0.8,24.1,5.5,1,-14.51711953,18.9694842,-0.021178464,-0.303714155
3,3.5,23.9,4.1,1,-12.65113681,20.3783239,-0.158283995,-0.225931086
7,7.5,20,7.2,1,-7.06743808,19.85690241,-0.342655713,-0.103558636
12,11.7,5,2.7,1,5.123031709,10.80655457,-0.437098772,0.388485628
0,0.8,5.6,2.4,1,-2.81038961,4.828799791,0.149275145,0.176713542
6,5.8,18,2.8,1,-7.38636164,17.1941289,-0.233032489,-0.026460824
10,9.5,9.4,2.5,1,0.713310815,12.83062988,-0.360506831,0.243938177
0,1.5,24.3,11.1,1,-13.62158037,19.69344468,0.118591306,-0.434136107
4,6.5,25,4,1,-11.16786511,23.1011598,-0.284136401,-0.212717069
0,0.9,22.3,3.7,1,-13.43561041,17.62639986,-0.040707931,-0.235695735
0,0.9,24.6,5.3,1,-14.78325599,19.41028297,-0.034108386,-0.311625163
5,5.4,25.2,5.4,1,-12.06183437,22.52021656,-0.263825121,-0.239278722
0,1,2.6,1.8,1,-0.769744904,2.662961523,0.165319947,0.263415656
2,3.4,11.3,2,1,-4.693564906,10.7346137,-0.017461934,0.081851841
0,0.6,1.8,5.9,1,-0.189549847,1.88295908,0.274132829,0.197442687
0,1.1,2.9,2.4,1,-0.835354362,2.968628967,0.165652709,0.244267155
1,1.7,5.8,3.2,1,-2.248699748,5.528252021,0.111012959,0.168816183
5,4.6,5.8,2,1,-0.402388992,7.17116507,-0.06834702,0.243910588
0,0.9,24.5,4.2,1,-14.81610568,19.31079051,-0.061399741,-0.294564184
1,1.7,28,4.5,1,-16.5115316,22.44556475,-0.11785153,-0.367063283
0,0.8,4.1,4.5,1,-1.65253137,3.732305219,0.198795002,0.170859368
9,6.8,10.8,4.2,1,-2.020804112,12.23781097,-0.275212817,0.154542664
4,3.8,4.4,2.1,1,-0.031565902,5.642573558,-0.009940246,0.26029626
0,0.7,3.5,4.8,1,-1.312754043,3.217555435,0.217464456,0.178070708
5,4.2,1.3,1.7,1,2.183706803,3.482570222,-0.015544782,0.355683261
2,2.2,3.8,9.3,1,-0.093591154,4.408130631,0.339840826,0.088955866
4,4.2,2.6,4.6,1,1.657870025,4.584987617,-0.022311194,0.295160337
0,1.5,24.4,0,1,-14.67138465,19.53326587,-0.219588059,-0.251120865
0,0.8,9.8,5.7,1,-5.237739947,8.094376574,0.148432243,0.02023969
0,0.7,16.1,6.4,1,-9.331364717,12.83762419,0.091908342,-0.135077874
0,0,2.1,0.2,1,-1.342351254,1.601925824,0.196175331,0.315766052
0,1.5,24.3,3.4,1,-14.30489476,19.5295538,-0.089462574,-0.273699462
5,4.1,1.8,1.4,1,1.757805687,3.791923915,-0.017807098,0.346976749
0,0.8,3.5,5.4,1,-1.184063545,3.294984462,0.231637393,0.166316146
