"dim1","dim2","dim3","dim4"
"-0.0587775185977","0.75445220147","-0.647666514232","0.088742128365"
"-0.0516591202605","0.646583091379","0.760794722668","0.0212845295194"
"0.983987116515","0.0900729765272","-0.00543657451768","-0.153709651904"
"0.160143351823","-0.0679635235942","0.0411086360747","0.983892853093"
